Name,Age,Occupation,Salary,Car Model,Home State,Location,Children
Ivy,51,Chef,377677,XT5 C1UL,Arizona,"(34.0522, -118.2437)",9
Bailie,22,Designer,178828,XT5 C1UL,New-Mexico,"(40.7128, -74.0060)",2
Helen,42,Designer,328215,LCF DSL-JP I-700N,Illinois,"(42.3601, -71.0589)",9
Charlie,57,Diesil-Mechanic,181815,SILVERADO T1RCH HD REG,New-Hampshire,"(41.8781, -87.6298)",5
Eva,34,Diesil-Mechanic,309800,ENCORE G1UB,New-Hampshire,"(41.8781, -87.6298)",3
Helen,23,Teacher,219767,YUKON XL T1YGF,Montana,"(42.3601, -71.0589)",7
Max,52,Engineer,106754,EQUINOX D2UC,Texas,"(47.6062, -122.3321)",9
Bailie,44,Teacher,207119,CT5 A2LL,Hawaii,"(41.8781, -87.6298)",8
Max,56,Software-Developer,87100,EQUINOX D2UC,Maine,"(37.7749, -122.4194)",5
Charlie,32,Lieutenant,37956,TRAVERSE C1YC,Michigan,"(33.4484, -112.0740)",0
Charlie,25,Lawyer,345777,SILVERADO T1ECF LD DBL,Oregon,"(42.3601, -71.0589)",3
Eva,39,Artist,312381,MALIBU E2SC,Indiana,"(33.4484, -112.0740)",9
Frank,49,Accountant,237985,LYRIQ L233,Washington,"(47.6062, -122.3321)",8
Bailie,44,Lawyer,148271,ENVISION E2UB,Alaska,"(34.0522, -118.2437)",6
Mattie,48,Diesil-Mechanic,381489,CORVETTE Y200,Washington,"(34.0522, -118.2437)",9
Jack,37,Driver,430816,BLAZER C1UC,New-Jersey,"(37.7749, -122.4194)",1
Bailie,27,Data-Engineer,215132,CANYON 31XGN,Montana,"(39.7392, -104.9903)",3
Eva,32,Doctor,43206,SILVERADO T1CCH HD CREW,Wyoming,"(41.8781, -87.6298)",5
Levi,32,Data-Scientist,378446,CANYON 31CG2,Texas,"(41.8781, -87.6298)",5
Charlie,59,Doctor,100205,TRAILBLAZER 9BYC,Arizona,"(39.7392, -104.9903)",9
Jack,32,Nurse,345462,ENVISTA 9BQB1,Wyoming,"(42.3601, -71.0589)",7
Charlie,57,Designer,154658,COLORADO 31XCN,Oregon,"(37.7749, -122.4194)",0
Alice,34,Data-Engineer,347366,MALIBU E2SC,New-Hampshire,"(37.7749, -122.4194)",6
Levi,44,Nurse,230543,HUM BEV BT1UG,Indiana,"(34.0522, -118.2437)",2
David,37,Artist,294382,SIERRA T1EGH HD DBL,Michigan,"(39.7392, -104.9903)",5
Jack,48,Designer,43143,SILVERADO T1CCF LD CREW,Wyoming,"(25.7617, -80.1918)",4
David,60,Artist,116541,ENVISION E2UB,Hawaii,"(42.3601, -71.0589)",2
Jack,30,Engineer,418694,LCF GAS-US I-700N,Wyoming,"(33.4484, -112.0740)",7
Alice,21,Chef,345534,CT5 A2LL,Oregon,"(39.7392, -104.9903)",2
Max,60,Doctor,86028,SUBURBAN T1YCF,Alaska,"(39.7392, -104.9903)",6
Alice,38,Doctor,377363,YUKON XL T1YGF,New-Mexico,"(42.3601, -71.0589)",0
Jack,56,Designer,76185,COLORADO 31CC2,Maine,"(39.7392, -104.9903)",4
David,28,Doctor,192252,SILVERADO T1CCF LD CREW,Montana,"(37.7749, -122.4194)",4
Frank,21,Artist,86471,CELESTIQ L246,Michigan,"(37.7749, -122.4194)",5
Charlie,47,Nurse,64666,TAHOE T1UCF,New-Jersey,"(37.7749, -122.4194)",0
Mattie,39,Lieutenant,365281,HUM BEV BT1UG,Massachusetts,"(34.0522, -118.2437)",2
David,33,Driver,93092,XT6 C1TL,New-Hampshire,"(41.8781, -87.6298)",2
Charlie,42,Data-Scientist,413493,TRAX 9BQC1,Wyoming,"(29.7604, -95.3698)",9
Frank,48,Artist,337350,SILVERADO EV BT1CC,Montana,"(29.7604, -95.3698)",9
Bob,24,Artist,195946,ACADIA C1UG,New-York,"(39.7392, -104.9903)",7
Mattie,57,Teacher,388625,YUKON T1UGF,Alaska,"(33.4484, -112.0740)",0
David,41,Lawyer,173210,CT4 A2SL,Massachusetts,"(25.7617, -80.1918)",1
Grace,49,Driver,232918,SILVERADO 4500/5500,Illinois,"(47.6062, -122.3321)",8
Frank,53,Nurse,151973,SIERRA T1RGF LD REG,Michigan,"(41.8781, -87.6298)",8
Mattie,23,Designer,122934,EQUINOX EV C223,Alaska,"(42.3601, -71.0589)",3
Frank,48,Artist,79830,XT4 E2UL,Arizona,"(33.4484, -112.0740)",6
Mattie,33,Teacher,154899,TRAILBLAZER 9BYC,Alaska,"(39.7392, -104.9903)",2
Grace,22,Police-Officer,446572,XT4 E2UL,Montana,"(37.7749, -122.4194)",1
Helen,28,Engineer,143761,SILVERADO T1RCH HD REG,New-Mexico,"(40.7128, -74.0060)",8
Grace,57,Mechanic,375561,BOLT C110,Montana,"(47.6062, -122.3321)",1
Frank,30,Engineer,296924,CANYON 31XGN,Montana,"(47.6062, -122.3321)",9
Eva,49,Chef,402614,SIERRA T1RGH HD REG,Texas,"(47.6062, -122.3321)",6
Bailie,60,Doctor,122416,TAHOE T1UCF,Michigan,"(33.4484, -112.0740)",6
Bob,51,Police-Officer,427274,TRAX-K G1UC,Arizona,"(39.7392, -104.9903)",8
Ivy,57,Driver,272637,EQUINOX EV C223,New-Hampshire,"(40.7128, -74.0060)",0
Ivy,32,Software-Developer,166997,BLAZER EV C234,New-Mexico,"(37.7749, -122.4194)",1
Grace,38,Police-Officer,342132,BLAZER C1UC,Oregon,"(42.3601, -71.0589)",9
Frank,45,Police-Officer,244984,CAMARO A1AC CONV,Alaska,"(40.7128, -74.0060)",1
Bailie,55,Doctor,360477,TRAX-K G1UC,Hawaii,"(37.7749, -122.4194)",0
Charlie,53,Data-Engineer,266157,COLORADO 31XCN,New-Mexico,"(41.8781, -87.6298)",1
Ivy,39,Diesil-Mechanic,294604,SILVERADO T1CCF LD CREW,Illinois,"(29.7604, -95.3698)",7
Grace,39,Data-Engineer,275129,TRAVERSE C1YC,Alaska,"(39.7392, -104.9903)",2
Grace,26,Diesil-Mechanic,204734,COLORADO 31XCN,New-Mexico,"(41.8781, -87.6298)",4
Grace,36,Data-Engineer,99752,EQUINOX EV C223,Massachusetts,"(40.7128, -74.0060)",2
Ivy,44,Data-Engineer,58798,ACADIA C1UG,Oregon,"(41.8781, -87.6298)",0
Jack,24,Data-Engineer,280951,SIERRA T1RGH HD REG,Oregon,"(41.8781, -87.6298)",7
Max,35,Lieutenant,42120,YUKON XL T1YGF,Washington,"(40.7128, -74.0060)",7
Mattie,42,Accountant,390140,SILVERADO T1ECF LD DBL,Massachusetts,"(40.7128, -74.0060)",1
Garrett,54,Engineer,327651,CAMARO A1AC CONV,New-Jersey,"(40.7128, -74.0060)",1
Alice,60,Teacher,403387,SIERRA T1CGH HD CREW,Michigan,"(37.7749, -122.4194)",0
David,39,Chef,427534,CANYON 31CG2,Alaska,"(41.8781, -87.6298)",5
Bob,43,Nurse,126623,ACADIA C1UG,Washington,"(33.4484, -112.0740)",0
Levi,41,Nurse,291908,TRAX 9BQC1,New-Jersey,"(29.7604, -95.3698)",6
Grace,41,Mechanic,123961,TRAILBLAZER 9BYC,Montana,"(37.7749, -122.4194)",5
Frank,41,Data-Engineer,125906,SILVERADO T1RCH HD REG,Montana,"(42.3601, -71.0589)",2
Jack,59,Driver,183332,HUM BEV BT1UG,New-Hampshire,"(40.7128, -74.0060)",4
Mattie,21,Police-Officer,217071,CAMARO A1AC CONV,Texas,"(29.7604, -95.3698)",9
Bailie,31,Diesil-Mechanic,304453,BOLT EUV C121,Wyoming,"(41.8781, -87.6298)",7
Bob,59,Data-Engineer,299985,BLAZER EV C234,Hawaii,"(41.8781, -87.6298)",6
Bailie,32,Nurse,238079,COLORADO 31CC2,Wyoming,"(34.0522, -118.2437)",5
Charlie,49,Data-Engineer,163325,SIERRA T1EGF LD DBL,Massachusetts,"(33.4484, -112.0740)",2
David,58,Lawyer,428163,SILVERADO T1ECF LD DBL,Illinois,"(40.7128, -74.0060)",1
Max,37,Police-Officer,56790,ENCORE GX 9BUB,Washington,"(37.7749, -122.4194)",7
Frank,48,Chef,245234,SAVANA VAN 610,Oregon,"(37.7749, -122.4194)",4
Bob,52,Software-Developer,98047,CT5 A2LL,Arizona,"(29.7604, -95.3698)",6
Eva,41,Diesil-Mechanic,59095,TRAX 9BQC1,Michigan,"(34.0522, -118.2437)",3
Ivy,33,Diesil-Mechanic,413584,SIERRA T1EGF LD DBL,Wyoming,"(41.8781, -87.6298)",4
Alice,42,Engineer,282352,SIERRA T1RGF LD REG,Indiana,"(29.7604, -95.3698)",7
Bob,56,Designer,397593,ENVISION E2UB,Michigan,"(33.4484, -112.0740)",0
David,35,Teacher,411099,BLAZER EV C234,Arizona,"(33.4484, -112.0740)",9
Frank,47,Lieutenant,175857,TRAX 9BQC1,New-York,"(34.0522, -118.2437)",5
Mattie,47,Lawyer,49608,SILVERADO T1ECF LD DBL,Montana,"(29.7604, -95.3698)",0
Helen,24,Accountant,422392,EQUINOX EV C223,Maine,"(40.7128, -74.0060)",8
David,46,Nurse,31878,ENCLAVE C1YB,Indiana,"(47.6062, -122.3321)",5
Frank,59,Data-Engineer,144792,SIERRA T1CGF LD CREW,Massachusetts,"(29.7604, -95.3698)",3
Garrett,26,Artist,265635,TRAILBLAZER 9BYC,Michigan,"(42.3601, -71.0589)",7
Helen,44,Artist,185147,TRAILBLAZER 9BYC,Alaska,"(25.7617, -80.1918)",3
Alice,23,Mechanic,216698,COLORADO 31CC2,Massachusetts,"(29.7604, -95.3698)",7
Ivy,31,Chef,66676,BLAZER C1UC,Alaska,"(42.3601, -71.0589)",5
Eva,42,Data-Engineer,37959,ENVISION E2UB,Arizona,"(33.4484, -112.0740)",0
Jack,25,Mechanic,107617,SIERRA T1RGF LD REG,Maine,"(25.7617, -80.1918)",2
Alice,57,Data-Engineer,50617,BOLT C110,Indiana,"(25.7617, -80.1918)",5
Levi,53,Mechanic,156522,XT6 C1TL,New-Jersey,"(29.7604, -95.3698)",0
Max,49,Designer,417337,CELESTIQ L246,Washington,"(34.0522, -118.2437)",6
Levi,39,Mechanic,112545,SILVERADO T1CCF LD CREW,Massachusetts,"(37.7749, -122.4194)",2
Eva,53,Artist,76837,LCF DSL-JP I-700N,Alaska,"(40.7128, -74.0060)",0
Charlie,49,Chef,280185,SILVERADO T1RCF LD REG,New-Hampshire,"(42.3601, -71.0589)",3
Helen,60,Nurse,212886,SIERRA T1RGF LD REG,New-Hampshire,"(25.7617, -80.1918)",2
Eva,37,Teacher,269430,TERRAIN D2UG,New-Mexico,"(33.4484, -112.0740)",9
Mattie,28,Mechanic,48357,SILVERADO T1CCH HD CREW,New-Hampshire,"(29.7604, -95.3698)",2
David,55,Diesil-Mechanic,82934,TAHOE T1UCF,New-Mexico,"(41.8781, -87.6298)",8
Levi,21,Nurse,423874,ACADIA C1UG,Montana,"(41.8781, -87.6298)",9
Ivy,30,Artist,423267,TRAX-K G1UC,Maine,"(25.7617, -80.1918)",9
Jack,39,Artist,217663,SILVERADO T1ECF LD DBL,Oregon,"(39.7392, -104.9903)",4
Bailie,25,Chef,387598,ENCORE GX 9BUB,Indiana,"(40.7128, -74.0060)",9
Mattie,20,Diesil-Mechanic,389777,SAVANA VAN 610,Oregon,"(42.3601, -71.0589)",7
Charlie,40,Data-Engineer,397350,YUKON T1UGF,New-Hampshire,"(29.7604, -95.3698)",7
Max,33,Diesil-Mechanic,130267,EXPRESS VAN 610,Massachusetts,"(29.7604, -95.3698)",0
Mattie,45,Accountant,400061,LYRIQ L233,Oregon,"(37.7749, -122.4194)",2
Bailie,51,Teacher,91257,SILVERADO T1CCH HD CREW,Arizona,"(34.0522, -118.2437)",0
Eva,20,Artist,240625,TRAVERSE C1YC2,Texas,"(37.7749, -122.4194)",2
Alice,34,Driver,259424,CT5 A2LL,Alaska,"(47.6062, -122.3321)",3
Bob,26,Nurse,80023,CORVETTE Y200,New-Hampshire,"(40.7128, -74.0060)",2
Jack,32,Data-Scientist,324595,ACADIA C1UG,Wyoming,"(29.7604, -95.3698)",5
Jack,34,Engineer,384156,SIERRA T1CGH HD CREW,Washington,"(40.7128, -74.0060)",9
Alice,45,Teacher,229342,CANYON 31XGN,Maine,"(34.0522, -118.2437)",8
Garrett,42,Accountant,347369,XT4 E2UL,Alaska,"(33.4484, -112.0740)",8
Grace,58,Nurse,198291,EQUINOX D2UC,Indiana,"(34.0522, -118.2437)",6
Max,56,Data-Scientist,168555,BOLT EUV C121,Texas,"(42.3601, -71.0589)",5
Alice,35,Mechanic,132051,YUKON XL T1YGF,New-Jersey,"(29.7604, -95.3698)",0
Max,36,Chef,424646,ENVISTA 9BQB1,Alaska,"(25.7617, -80.1918)",5
Levi,32,Driver,72179,SILVERADO EV BT1CC,Oregon,"(40.7128, -74.0060)",0
Alice,44,Artist,200615,ENCORE G1UB,Arizona,"(41.8781, -87.6298)",4
Jack,46,Accountant,187560,SILVERADO EV BT1CC,Texas,"(41.8781, -87.6298)",3
Garrett,36,Diesil-Mechanic,273130,COLORADO 31CC2,Hawaii,"(47.6062, -122.3321)",9
Garrett,24,Software-Developer,385927,SILVERADO T1CCF LD CREW,Maine,"(34.0522, -118.2437)",2
Eva,53,Mechanic,65883,ENVISTA 9BQB1,Arizona,"(25.7617, -80.1918)",1
Charlie,57,Nurse,186912,HUM BEV BT1UG,New-Hampshire,"(25.7617, -80.1918)",8
David,43,Data-Engineer,69612,COLORADO 31XCN,Washington,"(29.7604, -95.3698)",7
Jack,50,Driver,62758,SILVERADO 4500/5500,Arizona,"(39.7392, -104.9903)",2
Mattie,39,Engineer,361188,YUKON XL T1YGF,Michigan,"(34.0522, -118.2437)",5
Levi,27,Mechanic,336689,SILVERADO T1ECF LD DBL,Washington,"(40.7128, -74.0060)",5
Charlie,28,Designer,219674,SIERRA T1RGF LD REG,New-Hampshire,"(33.4484, -112.0740)",2
Helen,34,Doctor,62068,TRAVERSE C1YC2,Hawaii,"(33.4484, -112.0740)",0
Grace,31,Data-Scientist,307887,EQUINOX EV C223,Alaska,"(25.7617, -80.1918)",8
Mattie,54,Accountant,161589,TAHOE T1UCF,Oregon,"(41.8781, -87.6298)",4
David,43,Data-Scientist,272810,SAVANA VAN 610,Texas,"(37.7749, -122.4194)",9
Mattie,35,Software-Developer,366306,SILVERADO T1RCH HD REG,New-York,"(40.7128, -74.0060)",8
Eva,24,Nurse,248334,TRAX 9BQC1,New-York,"(37.7749, -122.4194)",1
Ivy,39,Diesil-Mechanic,386972,ENVISTA 9BQB1,Hawaii,"(42.3601, -71.0589)",6
Bob,30,Lawyer,263135,BOLT C110,Indiana,"(40.7128, -74.0060)",2
Charlie,44,Diesil-Mechanic,207539,ESCALADE ESV T1YLF,Wyoming,"(25.7617, -80.1918)",7
Bob,22,Police-Officer,192784,MALIBU E2SC,New-York,"(39.7392, -104.9903)",4
Levi,46,Doctor,316087,XT4 E2UL,New-Jersey,"(41.8781, -87.6298)",0
Max,31,Mechanic,239675,SILVERADO T1CCF LD CREW,New-Jersey,"(37.7749, -122.4194)",5
Helen,28,Driver,269903,TRAILBLAZER 9BYC,New-Mexico,"(34.0522, -118.2437)",0
David,26,Accountant,158101,COLORADO 31CC2,Indiana,"(39.7392, -104.9903)",9
Levi,47,Lawyer,88605,COLORADO 31XCN,Michigan,"(40.7128, -74.0060)",3
David,50,Nurse,316361,SUBURBAN T1YCF,Michigan,"(42.3601, -71.0589)",3
David,56,Lieutenant,409720,SILVERADO T1RCH HD REG,Wyoming,"(39.7392, -104.9903)",6
Bob,48,Doctor,173991,TRAVERSE C1YC2,Indiana,"(40.7128, -74.0060)",4
Bailie,37,Diesil-Mechanic,206809,MALIBU E2SC,New-Mexico,"(33.4484, -112.0740)",9
Bailie,21,Driver,200824,SIERRA T1RGF LD REG,Illinois,"(41.8781, -87.6298)",2
Bailie,54,Artist,443769,CT4 A2SL,New-Mexico,"(47.6062, -122.3321)",2
Levi,34,Designer,108034,ESCALADE T1ULF,Indiana,"(42.3601, -71.0589)",5
Mattie,25,Lieutenant,94156,SIERRA T1EGH HD DBL,Oregon,"(29.7604, -95.3698)",0
Max,50,Doctor,302809,CT5 A2LL,Arizona,"(39.7392, -104.9903)",5
Grace,38,Lieutenant,57408,XT5 C1UL,Hawaii,"(39.7392, -104.9903)",7
Bailie,57,Engineer,367636,SILVERADO T1CCH HD CREW,Alaska,"(29.7604, -95.3698)",9
Garrett,37,Mechanic,130033,TRAVERSE C1YC2,Washington,"(33.4484, -112.0740)",0
Jack,20,Artist,155812,SILVERADO T1RCH HD REG,Michigan,"(39.7392, -104.9903)",6
Helen,55,Artist,437859,CELESTIQ L246,Oregon,"(39.7392, -104.9903)",2
Frank,29,Mechanic,355710,COLORADO 31CC2,Hawaii,"(34.0522, -118.2437)",1
Jack,31,Police-Officer,179862,CANYON 31CG2,Texas,"(47.6062, -122.3321)",8
Grace,22,Software-Developer,68834,CT5 A2LL,Montana,"(25.7617, -80.1918)",3
Grace,39,Data-Scientist,167747,ENCORE G1UB,Indiana,"(25.7617, -80.1918)",5
Mattie,41,Artist,271755,SIERRA T1EGF LD DBL,Oregon,"(39.7392, -104.9903)",0
Mattie,30,Artist,56371,TRAVERSE C1YC2,Indiana,"(41.8781, -87.6298)",1
Helen,22,Data-Engineer,33115,CT4 A2SL,Oregon,"(47.6062, -122.3321)",4
Grace,57,Lawyer,160646,TRAILBLAZER 9BYC,Texas,"(47.6062, -122.3321)",8
Garrett,30,Diesil-Mechanic,328800,ENCORE G1UB,Hawaii,"(47.6062, -122.3321)",3
Garrett,38,Data-Engineer,438793,ENVISION E2UB,Alaska,"(39.7392, -104.9903)",7
Charlie,34,Data-Engineer,444560,LYRIQ L233,Texas,"(40.7128, -74.0060)",7
Frank,27,Lieutenant,93227,CANYON 31CG2,New-Mexico,"(29.7604, -95.3698)",8
Frank,48,Engineer,227723,CORVETTE Y200,Hawaii,"(25.7617, -80.1918)",0
Levi,41,Data-Engineer,156783,BOLT EUV C121,Illinois,"(29.7604, -95.3698)",3
Frank,30,Accountant,184413,BOLT EUV C121,New-Jersey,"(40.7128, -74.0060)",3
Frank,34,Software-Developer,171671,ENVISION E2UB,Michigan,"(25.7617, -80.1918)",6
Ivy,32,Engineer,399668,SILVERADO T1RCH HD REG,Washington,"(33.4484, -112.0740)",2
Jack,24,Driver,43085,SILVERADO T1RCH HD REG,New-York,"(42.3601, -71.0589)",9
Helen,34,Doctor,62111,BLAZER C1UC,Washington,"(37.7749, -122.4194)",9
Bailie,36,Nurse,40473,ENCLAVE C1YB,Alaska,"(34.0522, -118.2437)",2
Levi,36,Chef,142105,BOLT EUV C121,Montana,"(33.4484, -112.0740)",7
Jack,36,Driver,154485,SIERRA T1EGH HD DBL,Montana,"(34.0522, -118.2437)",3
Alice,43,Software-Developer,320718,LCF 6500XD I-700N,Michigan,"(47.6062, -122.3321)",2
David,31,Police-Officer,339507,SUBURBAN T1YCF,Washington,"(34.0522, -118.2437)",7
David,31,Police-Officer,105120,SILVERADO EV BT1CC,New-York,"(37.7749, -122.4194)",7
Eva,38,Data-Scientist,151632,MALIBU E2SC,Massachusetts,"(41.8781, -87.6298)",3
Max,48,Lieutenant,110517,EXPRESS VAN 610,Michigan,"(47.6062, -122.3321)",1
Mattie,55,Data-Scientist,392199,CANYON 31XGN,Oregon,"(25.7617, -80.1918)",8
Ivy,22,Chef,440385,SILVERADO T1ECF LD DBL,Massachusetts,"(42.3601, -71.0589)",2
Charlie,34,Driver,101080,CT5 A2LL,New-Jersey,"(33.4484, -112.0740)",2
Mattie,32,Artist,74006,BOLT C110,Texas,"(42.3601, -71.0589)",3
Levi,45,Lawyer,272120,SILVERADO T1CCH HD CREW,Illinois,"(41.8781, -87.6298)",7
Charlie,49,Driver,286322,SIERRA T1CGH HD CREW,Wyoming,"(42.3601, -71.0589)",7
Grace,49,Lieutenant,312116,SILVERADO EV BT1CC,Wyoming,"(47.6062, -122.3321)",4
Ivy,52,Engineer,420926,SILVERADO T1RCH HD REG,Texas,"(47.6062, -122.3321)",8
Alice,55,Driver,42695,SIERRA T1EGH HD DBL,New-Jersey,"(42.3601, -71.0589)",1
Charlie,39,Lawyer,445137,EXPRESS VAN 610,Indiana,"(42.3601, -71.0589)",3
Bob,50,Accountant,348632,CANYON 31XGN,Michigan,"(29.7604, -95.3698)",7
Garrett,55,Driver,254342,CORVETTE Y200,Illinois,"(39.7392, -104.9903)",3
Bailie,57,Police-Officer,54024,SILVERADO T1CCH HD CREW,Indiana,"(47.6062, -122.3321)",0
David,28,Doctor,441743,SILVERADO T1ECF LD DBL,Illinois,"(29.7604, -95.3698)",0
Bob,21,Data-Engineer,321985,CORVETTE Y200,Illinois,"(47.6062, -122.3321)",7
Grace,52,Software-Developer,330475,LCF GAS-US I-700N,Oregon,"(40.7128, -74.0060)",9
Max,49,Police-Officer,152108,COLORADO 31CC2,Michigan,"(25.7617, -80.1918)",7
Helen,30,Driver,107012,XT4 E2UL,New-Jersey,"(41.8781, -87.6298)",6
Mattie,43,Diesil-Mechanic,423025,CAMARO A1BC COUPE,Montana,"(40.7128, -74.0060)",9
Levi,33,Artist,339889,AV A110,Maine,"(33.4484, -112.0740)",1
Ivy,41,Engineer,394199,XT5 C1UL,Maine,"(34.0522, -118.2437)",6
Garrett,47,Police-Officer,199801,CANYON 31XGN,Arizona,"(34.0522, -118.2437)",8
Grace,41,Data-Scientist,80594,CT5 A2LL,Washington,"(29.7604, -95.3698)",0
Bob,52,Software-Developer,152376,TRAX-K G1UC,Arizona,"(41.8781, -87.6298)",3
Bailie,20,Designer,352883,ENCLAVE C1YB,Alaska,"(34.0522, -118.2437)",3
Levi,25,Designer,355579,LCF GAS-US I-700N,Maine,"(41.8781, -87.6298)",9
Eva,28,Software-Developer,135739,CELESTIQ L246,Maine,"(41.8781, -87.6298)",9
Charlie,47,Driver,316881,TRAVERSE C1YC2,New-York,"(29.7604, -95.3698)",1
Eva,46,Doctor,87999,HUM BEV BT1UG,Indiana,"(39.7392, -104.9903)",4
Mattie,39,Artist,419432,SIERRA T1EGH HD DBL,Massachusetts,"(29.7604, -95.3698)",3
Bailie,52,Accountant,112327,ESCALADE T1ULF,New-Hampshire,"(29.7604, -95.3698)",9
Eva,22,Software-Developer,103071,EQUINOX D2UC,New-Hampshire,"(37.7749, -122.4194)",8
Levi,22,Lieutenant,30492,SIERRA T1EGF LD DBL,New-Jersey,"(47.6062, -122.3321)",7
Jack,53,Lawyer,164974,BLAZER C1UC,New-Jersey,"(47.6062, -122.3321)",4
Bob,60,Diesil-Mechanic,61676,EQUINOX EV C223,Maine,"(29.7604, -95.3698)",5
Bailie,56,Engineer,123145,ENCORE GX 9BUB,New-Hampshire,"(40.7128, -74.0060)",7
Garrett,20,Nurse,349971,ENCORE GX 9BUB,Illinois,"(33.4484, -112.0740)",4
Bailie,31,Nurse,245637,ENCORE GX 9BUB,New-Mexico,"(37.7749, -122.4194)",8
Grace,34,Accountant,247853,SIERRA T1RGF LD REG,New-York,"(47.6062, -122.3321)",1
Mattie,44,Designer,244681,TERRAIN D2UG,New-Hampshire,"(42.3601, -71.0589)",7
Garrett,33,Teacher,62097,SIERRA T1EGF LD DBL,Alaska,"(40.7128, -74.0060)",2
Bob,33,Chef,373874,CORVETTE Y200,New-Jersey,"(42.3601, -71.0589)",4
Charlie,33,Doctor,447905,CANYON 31CG2,Texas,"(34.0522, -118.2437)",0
David,22,Chef,317507,ENVISION E2UB,Hawaii,"(34.0522, -118.2437)",5
Grace,58,Driver,254366,SILVERADO T1RCF LD REG,New-Hampshire,"(42.3601, -71.0589)",4
Levi,46,Doctor,167240,ESCALADE ESV T1YLF,Washington,"(25.7617, -80.1918)",4
Levi,20,Data-Scientist,433382,ESCALADE T1ULF,Washington,"(42.3601, -71.0589)",8
David,46,Designer,93129,SILVERADO T1ECH HD DBL,Illinois,"(25.7617, -80.1918)",3
Eva,31,Teacher,66186,BOLT EUV C121,Massachusetts,"(40.7128, -74.0060)",2
Ivy,51,Lawyer,344515,EXPRESS VAN 610,Texas,"(34.0522, -118.2437)",9
Charlie,60,Accountant,375894,SILVERADO T1ECH HD DBL,New-Hampshire,"(41.8781, -87.6298)",6
Charlie,41,Lawyer,377577,CT4 A2SL,Maine,"(41.8781, -87.6298)",7
Mattie,37,Data-Scientist,332413,TERRAIN D2UG,Washington,"(42.3601, -71.0589)",5
Helen,46,Accountant,355795,COLORADO 31XCN,Maine,"(41.8781, -87.6298)",3
Ivy,31,Nurse,324100,CANYON 31CG2,Maine,"(29.7604, -95.3698)",8
Garrett,55,Designer,190589,ENCORE GX 9BUB,Maine,"(41.8781, -87.6298)",8
Max,26,Accountant,222676,TRAX 9BQC1,New-Jersey,"(34.0522, -118.2437)",4
Mattie,33,Teacher,255940,TRAVERSE C1YC2,Wyoming,"(33.4484, -112.0740)",2
Frank,24,Data-Scientist,328173,SIERRA T1EGF LD DBL,Wyoming,"(41.8781, -87.6298)",4
Levi,33,Software-Developer,259790,XT5 C1UL,Indiana,"(33.4484, -112.0740)",3
Max,21,Engineer,263008,SILVERADO T1CCF LD CREW,New-York,"(37.7749, -122.4194)",9
Grace,56,Police-Officer,226992,AV A110,New-Hampshire,"(33.4484, -112.0740)",5
Bailie,55,Nurse,134019,SAVANA VAN 610,Alaska,"(37.7749, -122.4194)",6
David,27,Nurse,177260,CELESTIQ L246,Alaska,"(29.7604, -95.3698)",9
Alice,51,Chef,359959,SILVERADO T1RCF LD REG,Arizona,"(42.3601, -71.0589)",2
Bailie,38,Accountant,390691,TRAVERSE C1YC,New-Jersey,"(33.4484, -112.0740)",0
Bob,31,Police-Officer,120851,SILVERADO T1RCH HD REG,New-Mexico,"(39.7392, -104.9903)",2
Mattie,30,Doctor,254914,TRAX 9BQC1,Washington,"(34.0522, -118.2437)",6
Max,38,Designer,365538,SPARK M2JC,Michigan,"(40.7128, -74.0060)",4
Alice,53,Data-Scientist,246762,TAHOE T1UCF,New-York,"(41.8781, -87.6298)",2
Levi,54,Teacher,301574,AV A110,Massachusetts,"(34.0522, -118.2437)",4
Frank,46,Accountant,448901,EQUINOX EV C223,Alaska,"(42.3601, -71.0589)",0
Max,33,Diesil-Mechanic,57019,ESCALADE ESV T1YLF,Maine,"(42.3601, -71.0589)",9
Eva,40,Engineer,65410,SILVERADO 4500/5500,Massachusetts,"(29.7604, -95.3698)",6
Charlie,53,Lawyer,283021,YUKON XL T1YGF,Maine,"(42.3601, -71.0589)",5
Charlie,55,Diesil-Mechanic,346770,XT6 C1TL,New-York,"(33.4484, -112.0740)",1
Charlie,32,Software-Developer,129807,CAMARO A1BC COUPE,New-York,"(34.0522, -118.2437)",4
Bob,58,Lawyer,76232,SIERRA T1RGH HD REG,Hawaii,"(25.7617, -80.1918)",7
Grace,22,Lawyer,269885,SILVERADO T1ECF LD DBL,Michigan,"(47.6062, -122.3321)",2
Alice,42,Engineer,397262,SAVANA VAN 610,New-Mexico,"(42.3601, -71.0589)",5
Eva,51,Police-Officer,139888,CELESTIQ L246,Montana,"(40.7128, -74.0060)",2
Bob,33,Data-Engineer,142065,AV A110,Arizona,"(37.7749, -122.4194)",3
Jack,57,Data-Scientist,134927,TRAVERSE C1YC,New-Hampshire,"(25.7617, -80.1918)",9
Levi,50,Software-Developer,39871,CAMARO A1AC CONV,Maine,"(29.7604, -95.3698)",9
Garrett,26,Police-Officer,216939,EQUINOX EV C223,New-York,"(34.0522, -118.2437)",9
Levi,48,Designer,149770,SIERRA T1RGF LD REG,Massachusetts,"(29.7604, -95.3698)",2
David,58,Data-Scientist,230809,HUM BEV BT1UG,Indiana,"(29.7604, -95.3698)",0
Eva,21,Designer,51714,SAVANA VAN 610,Illinois,"(37.7749, -122.4194)",5
